predicted_scores,ground_truth_scores
0.074812956,0.348318
-0.058796763,0.621443
-0.075238824,0.78259
0.24317181,0.042023
0.2355882,0.121537
0.07475644,0.403444
-0.07522701,0.64108
-0.080173925,0.896614
0.21442175,0.098706
0.12872966,0.262388
-0.07091036,0.490339
-0.07801293,0.638011
-0.07935552,0.74192
0.23939206,0.068355
0.2013593,0.17278
-0.04995563,0.409342
-0.06691459,0.468556
0.24955189,0.061989
0.24623895,0.206245
0.2148084,0.262122
0.063663326,0.374632
-0.042337984,0.46748
0.24985982,0.012873
0.24691509,0.069148
0.23955476,0.196827
0.08582376,0.501063
-0.046313982,0.687127
0.25240642,0.011967
0.25238556,0.135311
0.2314169,0.364361
0.01513797,0.575843
-0.07967275,0.826916
0.23528172,0.052376
0.17716837,0.253058
0.03288188,0.375741
-0.06690419,0.48988
-0.07743995,0.565219
0.2464916,0.056181
0.2463117,0.200969
0.09652374,0.310325
0.04332652,0.370599
0.24452461,0.032498
0.24275862,0.130996
0.22868629,0.258897
0.117724285,0.381888
-0.033171836,0.512603
0.24402791,0.024131
0.24787734,0.042972
0.24135637,0.180693
0.12936252,0.537272
0.014894856,0.666299
0.24590074,0.018268
0.24694376,0.090044
0.23857407,0.306238
0.1294151,0.501412
-0.0784836,0.753767
0.23527777,0.1984
0.15805364,0.296648
-0.03813759,0.422267
-0.07303437,0.546638
-0.07720481,0.635856
0.24036819,0.124708
0.22838393,0.289588
0.12887657,0.39293
0.074660614,0.505777
0.2484693,0.029159
0.23872165,0.081368
0.1395612,0.215496
-0.042283744,0.383116
-0.07299176,0.471591
0.25613117,0.0
0.24625526,0.049884
0.23126327,0.328492
-0.009070684,0.736937
-0.053537223,0.832481
0.25590226,0.000294
0.25389767,0.118135
0.20206015,0.389335
-0.078891315,0.696563
-0.07997413,0.904305
0.21432881,0.067654
0.01462673,0.243427
-0.07105176,0.498129
-0.07809299,0.619963
-0.079050146,0.724084
0.25140297,0.116568
0.15973078,0.339159
-0.06338592,0.605352
-0.07390706,0.689729
0.21259475,0.028506
0.19965358,0.060272
0.12852994,0.116695
-0.027806746,0.201859
-0.067039855,0.336186
0.21943821,0.021995
0.22474468,0.046741
0.20104568,0.134775
-0.05887424,0.462546
-0.075354,0.734366
0.21901156,0.02235
0.2245813,0.044189
0.21858822,0.170479
0.1186478,0.377391
-0.07927411,0.617103
0.20661324,0.004041
0.09622877,0.190149
-0.037951037,0.337513
-0.06527757,0.451414
-0.07629797,0.609818
0.18476366,0.105398
0.095663436,0.23884
-0.053266544,0.452383
0.25305867,0.028457
0.24855278,0.120207
0.22016712,0.2716
0.0848151,0.412687
-0.042407636,0.488561
0.2464288,0.02886
0.23969008,0.029868
0.24296801,0.23553
0.053684797,0.514454
-0.067025416,0.69573
0.2533161,0.028659
0.2556512,0.04294
0.23085147,0.3226
0.11873254,0.546622
-0.07992606,0.765875
0.24196774,0.031725
0.18531518,0.226116
0.04268689,0.375526
-0.07294424,0.570449
-0.07745881,0.699115
0.24858436,0.143308
0.21345483,0.289023
-0.021738768,0.553583
-0.06526619,0.565118
0.23877043,0.035196
0.23173705,0.16572
0.1482564,0.321872
0.052670546,0.419232
-0.06143712,0.577175
0.24808334,0.046621
0.22524346,0.369293
-0.02214331,0.713532
-0.046685517,0.775962
-0.07708506,0.891153
0.25735357,0.032796
0.22064157,0.313328
-0.046690665,0.5723
-0.08039947,0.837374
-0.080045566,0.967152
0.2309016,0.07239
0.17581691,0.3657
-0.03330774,0.586326
-0.07201255,0.69673
-0.07719785,0.816409
0.24759485,0.090613
0.23647499,0.314752
-0.053849507,0.62527
0.2605506,0.104329
0.25854167,0.205708
0.24800648,0.349438
0.21441858,0.439167
0.0067549422,0.498391
0.2595609,0.040969
0.25350848,0.160464
0.2530049,0.378421
0.024019713,0.704142
-0.05914452,0.811723
0.2609045,0.078557
0.25839186,0.209039
0.24245411,0.405463
0.06412773,0.638977
-0.08021688,0.78525
0.2559248,0.222083
0.23469977,0.325322
0.06379536,0.503035
-0.04999161,0.594751
-0.073001616,0.666608
0.26117247,0.111255
0.25400686,0.285157
0.033810362,0.407726
-0.033020742,0.516734
0.11686207,0.027782
0.062209252,0.087857
0.0056338296,0.251788
-0.0503135,0.408695
-0.0721739,0.517009
0.14941603,0.037193
0.12908225,0.075837
0.0065705827,0.272774
-0.05341023,0.743116
-0.074672915,0.816164
0.17700025,0.038118
0.09599264,0.202935
-0.033053342,0.40938
-0.079464294,0.65082
-0.07995389,0.824682
0.041877676,0.050821
-0.022757119,0.292757
-0.06707973,0.428868
-0.077128306,0.59531
-0.07782699,0.69654
0.14857055,0.036407
0.11665898,0.139471
0.073043,0.344892
0.014407116,0.457522
0.1455828,0.026574
0.05062858,0.089165
-0.053885322,0.252299
-0.073199116,0.434892
-0.076332204,0.545271
0.21269195,0.023259
0.21487002,0.030891
-0.022205936,0.409916
-0.07229969,0.699413
-0.07666367,0.808089
0.22453223,0.027567
0.17751193,0.143161
-0.03796211,0.459942
-0.08000475,0.779221
-0.07996792,0.92569
0.16520584,0.027877
0.031195087,0.19512
-0.059274863,0.381516
-0.07392636,0.54904
-0.07875703,0.726603
0.17486665,0.069831
0.09368037,0.2564
-0.07600628,0.514702
-0.07901431,0.614887
0.1750506,0.031449
0.105678186,0.135602
0.032661952,0.23673
-0.05901563,0.355141
-0.07107797,0.463235
0.16750714,0.019647
0.1596716,0.124728
0.033425435,0.307087
-0.037907083,0.663131
-0.059199635,0.780081
0.20664574,0.00401
0.24097118,0.080263
0.15944476,0.391021
-0.07403362,0.605435
-0.08028946,0.836572
0.1661994,0.021546
0.03252691,0.179984
-0.065618165,0.355739
-0.0771812,0.574764
-0.07877345,0.701658
0.16622227,0.08063
0.13662833,0.184374
0.04145482,0.332786
-0.016213372,0.410194
0.25824925,0.017592
0.2529444,0.098451
0.16820648,0.213596
0.015240722,0.346756
-0.049826644,0.472459
0.26023117,0.037552
0.25846478,0.107661
0.24616052,0.22941
-0.037813745,0.589821
-0.050120343,0.730394
0.25892156,0.045103
0.2578959,0.114308
0.21530423,0.317298
-0.04623642,0.547713
-0.079763845,0.771946
0.25267744,0.064548
0.07402447,0.20291
-0.053280074,0.371083
-0.07577127,0.600194
-0.07829741,0.683021
0.2608299,0.055548
0.25610986,0.202823
0.10752381,0.331716
0.0066471286,0.385333
0.06315928,0.052354
0.032886818,0.130219
-0.00882364,0.21647
-0.061267186,0.312143
-0.0752983,0.440315
0.11866496,0.008109
0.085657135,0.180489
-0.07091764,0.517848
-0.076737486,0.724555
-0.077121,0.790682
0.1290326,0.008125
0.043382347,0.176319
-0.07780122,0.517954
-0.079997994,0.808429
-0.080090895,0.97208
-0.008988524,0.06606
-0.06547357,0.270288
-0.07386072,0.402802
-0.0782991,0.487372
-0.07911352,0.606523
0.063543536,0.090437
-0.009268972,0.212385
-0.06843456,0.341556
-0.072947696,0.389413
0.25454086,0.013529
0.24652913,0.063617
0.21337706,0.136469
0.117936924,0.250446
-0.015826007,0.381163
0.25542396,0.016044
0.25087464,0.074939
0.25062168,0.154162
0.14984794,0.322037
-0.06522114,0.551065
0.2531307,0.015411
0.2545731,0.056298
0.24775438,0.178762
0.14981274,0.379203
-0.063336454,0.60903
0.2505641,0.022738
0.21868661,0.092167
0.0736818,0.332709
-0.0463998,0.400978
-0.07203586,0.575855
0.24705075,0.046767
0.212727,0.18325
0.0068557844,0.356077
-0.063355915,0.469925
0.25098905,0.0
0.24572138,0.056561
0.23857321,0.131855
0.1775881,0.267465
0.014830826,0.441762
0.24329455,0.000208
0.24325624,0.009289
0.24616973,0.037806
0.16944942,0.269258
-0.037736733,0.638936
0.24892929,0.000208
0.24922743,0.044763
0.24306583,0.159952
0.16028668,0.394424
-0.056095578,0.693041
0.23765382,0.01751
0.18508188,0.143125
0.05302172,0.322969
-0.05894816,0.518165
-0.07782357,0.672643
0.2490614,0.02342
0.24275135,0.156705
0.19383866,0.369062
0.16858765,0.458282
0.25127053,0.028644
0.24742217,0.090283
0.22495094,0.219874
0.17752711,0.341872
-0.01580734,0.450259
0.25159833,0.026266
0.24534869,0.057287
0.24959266,0.16848
-0.008592511,0.578454
-0.07377326,0.72654
0.25381136,0.035962
0.2505929,0.164425
0.22585307,0.349715
-0.0013903748,0.533182
-0.07954233,0.763933
0.24300669,0.067151
0.2135113,0.293905
0.023698553,0.432026
-0.061234925,0.586492
-0.07675933,0.700958
0.2521725,0.056003
0.2343266,0.214995
-0.008249285,0.433002
-0.04981559,0.497138
0.23796915,0.040322
0.2251623,0.06908
0.14954996,0.223948
-0.04642223,0.401099
-0.07641981,0.47606
0.22593562,0.022606
0.18613084,0.091709
-0.056069285,0.362078
-0.07727709,0.699263
-0.07828096,0.827044
0.22600059,0.054907
0.21446829,0.15031
-0.04218339,0.37292
-0.07987215,0.723122
-0.08011263,0.887085
0.20082468,0.0869
0.095910996,0.254457
-0.065234125,0.490956
-0.078319676,0.61773
-0.079377465,0.735444
0.23429476,0.061938
0.22461155,0.223733
0.0235092,0.369587
-0.050050497,0.458626
0.25803784,0.02214
0.2564035,0.136921
0.239431,0.295296
0.16903524,0.437237
0.014707141,0.536122
0.25826877,0.020702
0.25465134,0.078837
0.24983525,0.155843
0.14015049,0.429371
-0.07106564,0.729901
0.2618229,0.065431
0.2616717,0.166944
0.24616835,0.247797
0.18683136,0.408123
-0.078471735,0.682337
0.25604236,0.124647
0.22545177,0.290345
0.12879005,0.439697
-0.033126544,0.571498
-0.07457373,0.659032
0.25615373,0.094336
0.25587615,0.265063
0.20824215,0.409732
0.11834195,0.506456
0.21905862,0.039306
0.09537146,0.205564
-0.033311527,0.302095
-0.06531703,0.409396
-0.07638059,0.515154
0.16940598,0.03117
-0.053496648,0.436003
-0.07727969,0.69303
-0.07927241,0.884946
-0.07932863,0.917643
0.12936203,0.023928
-0.07646802,0.300653
-0.079865135,0.655226
-0.079970956,0.850891
-0.08013827,1.0
0.15866849,0.119233
-0.050351303,0.339214
-0.0758041,0.531446
-0.07837614,0.617306
-0.07857544,0.721442
0.20106873,0.052038
0.16800167,0.130973
0.042118825,0.272601
0.006078184,0.413102
0.23735657,0.032476
0.21375239,0.151055
0.12886776,0.254612
-0.015543548,0.384169
-0.06843976,0.487483
0.20160276,0.016972
0.1294327,0.273514
0.023888033,0.53166
-0.022019185,0.654502
-0.050535165,0.770318
0.19434029,0.031247
0.043438938,0.267004
-0.06698518,0.50863
-0.080295704,0.763424
-0.08018794,0.907292
0.20080452,0.031954
0.0431549,0.193461
-0.05327012,0.352432
-0.07385072,0.50537
-0.077149674,0.641992
0.24032031,0.091671
0.20700622,0.305203
-0.07122487,0.64059
0.2015063,0.002501
0.17772998,0.105028
0.085268594,0.184517
-0.015572102,0.381884
-0.063432604,0.513078
0.20894676,0.013677
0.17840366,0.075115
0.033382185,0.300448
-0.06687445,0.599293
-0.07685219,0.829291
0.21515177,0.017065
0.19460854,0.171858
0.07460659,0.364208
-0.0737702,0.670977
-0.080129094,0.910231
0.1390341,0.03226
0.022863574,0.138743
-0.056456383,0.335892
-0.07579165,0.512508
-0.07873046,0.738256
0.20889041,0.056443
0.17817283,0.192126
0.014908999,0.370885
-0.03282231,0.450367
0.13927352,0.042131
0.10702132,0.179278
0.024041837,0.325552
-0.046241775,0.457659
-0.07377751,0.548982
0.16893294,0.043167
0.17795981,0.117386
0.16959459,0.341719
0.023909828,0.721518
-0.069814675,0.826071
0.16890888,0.058402
0.2019147,0.178501
0.09690879,0.391255
-0.06515851,0.606085
-0.08005898,0.88881
0.11821327,0.224163
0.014940897,0.369215
-0.06521156,0.539079
-0.07515222,0.606823
-0.0774565,0.73422
0.12872793,0.093578
0.06361854,0.260493
-0.027522111,0.401872
-0.053220876,0.465398
0.20959729,0.019981
0.18231994,0.11922
0.041496143,0.198715
-0.03367367,0.329355
-0.07126831,0.435649
0.22426714,0.015467
0.22489843,0.128719
0.073716305,0.48843
-0.023647146,0.689535
-0.07147758,0.775016
0.22699463,0.001972
0.21360098,0.162116
-0.009197139,0.531665
-0.08023299,0.80232
-0.080116935,0.9842
0.1738962,0.038818
0.022002427,0.172603
-0.063894905,0.344786
-0.0768441,0.538384
-0.07835226,0.653117
0.22002314,0.079246
0.20824331,0.198892
0.061909635,0.406588
-0.04335811,0.554236
